IND,GENOTYPE,TREAT,REP,GROUP,SEX,DT
19,106,C,1,E2,M,204
20,106,C,1,E2,M,204
21,106,C,1,E2,M,204
22,106,C,1,E2,M,204
23,106,C,1,E2,M,204
24,106,C,1,E2,F,204
25,106,C,1,E2,F,204
26,106,C,1,E2,M,212
27,106,C,1,E2,M,212
28,106,C,1,E2,M,212
29,106,C,1,E2,M,212
30,106,C,1,E2,M,212
1,106,C,1,E2,F,180
2,106,C,2,E2,F,180
3,106,C,2,E2,F,180
4,106,C,2,E2,F,180
5,106,C,2,E2,F,180
6,106,C,2,E2,F,180
7,106,C,2,E2,M,180
8,106,C,2,E2,F,188
9,106,C,2,E2,F,188
10,106,C,2,E2,F,188
11,106,C,2,E2,F,188
12,106,C,2,E2,F,188
13,106,C,2,E2,F,188
14,106,C,2,E2,F,188
15,106,C,2,E2,F,188
16,106,C,2,E2,F,188
17,106,C,2,E2,F,188
18,106,C,2,E2,M,188
19,106,C,2,E2,M,188
20,106,C,2,E2,M,196
21,106,C,2,E2,M,196
22,106,C,2,E2,M,196
23,106,C,2,E2,M,196
24,106,C,2,E2,F,196
25,106,C,2,E2,F,196
26,106,C,2,E2,F,204
27,106,C,2,E2,F,204
28,106,C,2,E2,M,204
29,106,C,2,E2,M,204
30,106,C,2,E2,NA,NA
1,106,D,2,E2,F,236
2,106,D,1,E2,F,236
3,106,D,1,E2,F,236
4,106,D,1,E2,F,236
5,106,D,1,E2,F,236
6,106,D,1,E2,M,244
7,106,D,1,E2,M,244
8,106,D,1,E2,M,244
9,106,D,1,E2,M,244
10,106,D,1,E2,F,244
11,106,D,1,E2,F,244
12,106,D,1,E2,F,244
13,106,D,1,E2,F,244
14,106,D,1,E2,F,244
15,106,D,1,E2,F,244
16,106,D,1,E2,F,244
17,106,D,1,E2,F,244
18,106,D,1,E2,F,244
19,106,D,1,E2,M,252
20,106,D,1,E2,M,252
21,106,D,1,E2,M,252
22,106,D,1,E2,M,252
23,106,D,1,E2,M,252
24,106,D,1,E2,M,252
25,106,D,1,E2,F,252
26,106,D,1,E2,F,252
27,106,D,1,E2,F,252
28,106,D,1,E2,F,252
29,106,D,1,E2,M,260
30,106,D,1,E2,M,260
1,106,D,1,E2,F,236
2,106,D,2,E2,F,236
3,106,D,2,E2,F,236
4,106,D,2,E2,F,236
5,106,D,2,E2,F,236
6,106,D,2,E2,F,236
7,106,D,2,E2,F,236
8,106,D,2,E2,F,236
9,106,D,2,E2,M,244
10,106,D,2,E2,M,244
11,106,D,2,E2,M,244
12,106,D,2,E2,M,244
13,106,D,2,E2,M,244
14,106,D,2,E2,F,244
15,106,D,2,E2,F,252
16,106,D,2,E2,F,252
17,106,D,2,E2,F,252
18,106,D,2,E2,F,252
19,106,D,2,E2,F,252
20,106,D,2,E2,M,260
21,106,D,2,E2,M,260
22,106,D,2,E2,M,260
23,106,D,2,E2,M,260
24,106,D,2,E2,M,268
25,106,D,2,E2,NA,NA
26,106,D,2,E2,NA,NA
27,106,D,2,E2,NA,NA
28,106,D,2,E2,NA,NA
29,106,D,2,E2,NA,NA
30,106,D,2,E2,NA,NA
